model_name,residual_mean,residual_std,residual_min,residual_max,residual_mae,residual_rmse
base_xgboost,0.6857298149665196,17.35009221424944,-27.96791198730469,45.20245170593262,13.243327292137677,17.121159429970135
Random Forest Residual,0.3999689046060819,17.276246364219755,-28.238389747962962,46.21596143506714,13.067072527967383,17.03930358497184
