dataset,sample_count,target_min,target_max,target_mean,target_median,target_std,target_skew,target_kurt
raw_200,200,2.5,454.0,75.08435000000001,55.3,78.04198494817231,2.2297172283324014,6.088416894840621
modeling_176,176,2.7,179.0,58.140397727272735,52.0,42.80220526175585,0.5794964539461428,-0.47781272752260406
